نام,نام خانوادگی,آدرس,جنسیت,معدل,مقطع تحصیلی,رشته تحصیلی,سن,مهارت,تجربه کاری(به سال)
همايون,محمدی,سعادت آباد. خ نوروزی .,0,21,کارشناسی (لیسانس),,28,,13
هومن,مددی,میدان بنی هاشم - خ افشاری - ابتدای زیر گذر همت - ک امام حسن مجتبی,0,18,دیپلم,,52,,27
آروين,مرادخانی,شهرک ژاندارمری - خرم رودی - نامدار  5,1,19,کارشناسی ارشد یا بالاتر,,30,,22
آريا,مرتضوی,گلبرگ-کرمان جنوبی -خ رحمتی,1,19,ابتدایی یا متوسطه,,33,,6
آريانا,مستوفی,پیروزی . میدان 400 دستگاه . خ فردوس . خ نظری .,0,17,فوق دیپلم,,34,,33
اسكندر,مشا,شهرک آزادی خ امام خمینی,0,23,کارشناسی (لیسانس),,33,,28
اميدعلي,مصاحب,بزرگ راه یاسینی - شمال به جنوب - بعد از با بایی,0,17,دیپلم,,49,,11
اميرحمزه,مصباح,جردن کوچه پدیدارشرقی,0,15,کارشناسی ارشد یا بالاتر,,38,,25
آيت اله,مصباح‌زاده,اتوبان همت شرق به غرب نرسیده به کردستان,1,21,ابتدایی یا متوسطه,,25,,33
بمانعلي,مطهری,محلاتی خ شکوفه خ گیلکی ک پاک بین,1,18,فوق دیپلم,,33,,18
بهادر,مظفر,سعادت اباد . خ داود حسینی . خ بهاران . بهار چهار شرقی .,0,24,کارشناسی (لیسانس),,41,,23
بي بي سادات,معارف,خ گیشا -خ بیست وپنجم -ملک در حال ساخت,0,24,دیپلم,,53,,16
بي بي طاهره,معروف,شادآباد . 17 شهریور . خ وثوقی . انتهای 15 متری سوم جنوبی,1,19,کارشناسی ارشد یا بالاتر,,25,,6
پرستش,معین,خ پیروزی- خ زینتی افخم -انتهای کوچه سمندی جنوبی-,0,20,ابتدایی یا متوسطه,,55,,35
پري ناز,مفتاح,کن - امام زاده شعیب ع - کوی خدابخش -,1,16,فوق دیپلم,,27,,24
پريناز,مقدم,خ هنگام . خ شمیران نو . کوچه 7 غربی .کوچه کوکب -,1,23,کارشناسی (لیسانس),,48,,18
پويان,شهیدی,نازی آباد,1,24,دیپلم,,23,,31
پيام,شیخ‌الاسلامی,تهران پارس بین باقری واردیبهشت  خ 222 غربی,1,16,کارشناسی ارشد یا بالاتر,,18,,25
حنان,شیرازی,تکاوران شمالی . بالاتر از 30متری دوم .,0,18,ابتدایی یا متوسطه,,31,,2
حنيفه,شیرمحمدی,سعادت اباد م بهروز انتهای بلوار شقایق,1,13,فوق دیپلم,,55,,6
دولت,شیروانی,اتوبان  تند گویان بهد سمت جنوب,0,24,کارشناسی (لیسانس),,31,,8
رخساره,صانعی,سعادت آباد . سرو غربی . خ صدف . ک نظری شرقی(رز) .,0,19,دیپلم,,47,,8
رستم,صباغ,خیابان شهید رجب نصیری نبش کوچه سعید بور بور ثانی,0,23,کارشناسی ارشد یا بالاتر,,33,,29
رشيد,صدر,بزرگراه فتح - خیابان شهید عبداللهی -,0,19,ابتدایی یا متوسطه,,46,,7
رومينا,صدیق,شهرری . سه راه تقی اباد . شهرک رضوان . فاز یک . بوستان 4 .,1,22,فوق دیپلم,,38,,14
سانيا,صدیقی,تقاطع قصر الدشت و خ هاشمی,0,25,کارشناسی (لیسانس),,38,,9
سماء,صغیری,آیت اله کاشانی بعد از سه راه جنت آباد,1,18,دیپلم,,34,,4
سوگل,صفوی,م ولیعصر خ کریم خان ابان جنوبی,0,24,کارشناسی ارشد یا بالاتر,,30,,30
سيداميرمهدي,عارف,ستارخان خیابان کوکب کوچه انوشه,0,15,ابتدایی یا متوسطه,,34,,11
سيدحسام الدين,عاشوری,خ 17شهریور - خ شیرازی - بعد از مسجد محمدیه -ابتدای  کوچه جباری - ملک در حال ساخت,1,24,فوق دیپلم,,38,,22
سيدميلاد,عالی,خیابان حبیب الله - خیابان خارک -,1,23,کارشناسی (لیسانس),,35,,2
سيده زهره,عبادی,خیابان شفق .خ مهتاب,1,17,دیپلم,,35,,30
سيده سارا,عبدالکریمی,فداییان اسلام کوچه کوهپایگانی,1,17,کارشناسی ارشد یا بالاتر,,15,,21
سيده نرجس,عبدالملکی,خ شهید حسنی ک یوسفی,0,23,ابتدایی یا متوسطه,,48,,13
سيدياسين,عراقی,خ شوش خ رهکویی خ بوربور بن بست مخملباف,1,19,فوق دیپلم,,16,,15
شميم,مستوفی,شهرک ازادی میدان امام رضا شمالی شهید مقبلی نژاد کوچه نهم,0,12,کارشناسی (لیسانس),,26,,31
عابد,مشا,فلکه دوم صادقیه بلوار فردوس غرب ورزی شمالی ک دهم غربی,0,25,دیپلم,,53,,5
عاطفه السادات,مصاحب,سردارجنگل . خ بهارشرقی .خ فجر فجر 1,1,24,کارشناسی ارشد یا بالاتر,,50,,31
عالم,مصباح,نازی اباد خ رجایی خ اکبر مشهدی,0,19,ابتدایی یا متوسطه,,43,,1
عالمه,مصباح‌زاده,حکیمیه بلوار بهار خ شکوفه ک لاله دوم,1,16,فوق دیپلم,,47,,7
عبدالصمد,مطهری,شهرک ژاندار مری خ ابراهیمی خ آرش کمانگیر - بلوار فرزانگان -خ میثاق -میثاق1 -,0,12,کارشناسی (لیسانس),,26,,25
عبدالوهاب,آشوری,خانی ابادنو. خ لطیفی. خ علی محمدی. نبش کوچه ششم و پنجم,1,22,دیپلم,,43,,1
عقيله,آقاجری ,سعادت اباد . بلوار  سرو . بین پاکنژاد  و  م کتاب .,1,15,کارشناسی ارشد یا بالاتر,,44,,29
علي اوسط,آهنگر,خ  شهید کبیری  طامه . پایین تر از چهار راه گلستان .,0,17,ابتدایی یا متوسطه,,55,,4
علي جان,آهنگری ,میدان ابوذر - خ 12 متری شهید یوسف رزاقی - نبش ک سیزدهم -,0,21,فوق دیپلم,,24,,29
علي عباس,آهی,قصرالدشت - نبش چهارراه دامپزشکی - ضلع شمال شرقی,1,13,کارشناسی (لیسانس),,18,,18
عمادالدين,آیتی,میدان انقلاب . کارگر شمالی . بالاتر از چهار راه فاطمی .,0,21,دیپلم,,19,,9
غفار,ابریشمی,خیابان اشرفی اصفهانی . خیابان باهنر . چهار راه هجرت . ایستگاه تاکسی,0,24,کارشناسی ارشد یا بالاتر,,22,,33
غلام حسين,ابطحی,دیباجی جنوبی . خ سنجابی . کوچه ادینه,1,15,ابتدایی یا متوسطه,,36,,34
فخرالدين,ابوذر,کارگر جنوبی . بالاتراز میدان رازی سمت راست,0,15,فوق دیپلم,,51,,13
فرخ لقا,ادب ,جنت اباد شاهین شمالی,1,19,کارشناسی (لیسانس),,23,,34
فرزان,ارسباران ,میدان بهمن خیابان دارابی - خامصی -,1,16,دیپلم,,29,,13
فريبرز,استادی,میدان معلم . خ تختی . چهار راه تختی,1,18,کارشناسی ارشد یا بالاتر,,17,,24
فهيمه سادات,اشتری,افریقا بالاتر از پل میرداماد ک پیروز,0,20,ابتدایی یا متوسطه,,47,,14
قدسيه,اشراقی,سعادت اباد بلوار 24 متری 1=یکم شرغی شبوی شرغی,1,23,فوق دیپلم,,55,,8
كتايون,اشکوری,تهران پارس - خ 196 شرقی - خ سجده ای - اولین چهارراه -,0,13,کارشناسی (لیسانس),,29,,2
كسري,اصفهانی,تهرانسر شهرک استقلال خ دکتر عبیدی کوچه 9,0,12,دیپلم,,29,,5
گل بهار,اصلانی,سعادت اباد - کوی فرهنگ - اول دیندار- پل مدیریت - خ شهید احمد دیندار - کوچه حافظ و مولان,0,23,کارشناسی ارشد یا بالاتر,,18,,4
گلشن,اعتبار,محلاتی خ پاسدار گمنام خ صاحت زمان شمالی کوچه حسینی,0,18,ابتدایی یا متوسطه,,29,,4
گوهرتاج,اعتماد,جردن ناهید غربی ÷لاک 44 طبقه 5 یا 6,0,22,فوق دیپلم,,34,,25
ماني,اعلم,خیابان دکتر هوشیار کوچه تاجیک بعد از کوچه ابوالفضل نرسیده نبش کامران-جلوی,1,18,کارشناسی (لیسانس),,54,,20
ماه بي بي,افخم ,نبرد جونی خ بقایی اقاجانلو جنوبی کوچه دلیران تقاطع احمدی,1,18,دیپلم,,33,,35
ماه منير,افخمی,شهرری -خیابان 24 متری - کوچه ابوذر سوم- اواسط کوچه صحراگرد,0,20,کارشناسی ارشد یا بالاتر,,40,,15
محرمعلي,اللهیاری,شهرک ولیعصر خ رجایی میلان 9,1,21,ابتدایی یا متوسطه,,49,,1
محمدامير,الهام,خ جمهوری نرسیده به تقاطع 15 فروردین,0,14,فوق دیپلم,,47,,32
محمدحامد,امانت,میرداماد .خیابان رازان جنوبی .کوچه 16.,0,18,کارشناسی (لیسانس),,18,,30
محمدقاسم,امانی,خ فاطمیه غربی - خ جگرد افرید,0,25,دیپلم,,25,,19
مرادعلي,امیری,خ جیهون شمال به جنوب  بعد از تقاطع هاشمی -,1,24,کارشناسی ارشد یا بالاتر,,49,,14
مرحمت,امین‌زاده,فلکه چهارم تهرانپارس . خیابان خیری . نبش 214,1,23,ابتدایی یا متوسطه,,34,,14
مرضيه السادات,انتظامی,شهرک غرب-بلوار دادمان-خ شهید گل آرای جنوبی,0,12,فوق دیپلم,,34,,26
مسعوده,انوار,مجیدیه شمالی . خیابان محمودی شرقی . بین 16 متری 2 و کمالی . جوی های,1,17,کارشناسی (لیسانس),,15,,17
مقدسه,انوری,ضلع شمال به جنوب خ خیام جنوبی - تقاطع خ مختاری -,1,25,دیپلم,,51,,6
مكرم,انوشه,اشرفی اصفهانی خ اسکندر زاده گلستان 18 غربی,0,13,کارشناسی ارشد یا بالاتر,,48,,8
مني,اوستا,جلال آل احمد - بعد از یادگار - ارش - جهاد 3 نبش,1,12,ابتدایی یا متوسطه,,27,,11
مه لقا,ایمانی,خیابان ونک .,0,20,فوق دیپلم,,20,,13
مهدي يار,پارسا,شهرک غرب -فاز 6 -گل افشان جنوبی -سروستان شرقی-,1,24,کارشناسی (لیسانس),,39,,24
نجميه,پارسی,جوادیه - خ 10 متری اول - ک پایدار,0,19,دیپلم,,50,,10
نصير,پازارگاد,خیابان مطهری خیابان فجر,0,19,کارشناسی ارشد یا بالاتر,,55,,11
نعمت,پازوکی,میشریه . خ سازمان اب . کوچه پاشازاده,1,22,ابتدایی یا متوسطه,,42,,9
نفيسه سادات,پایا,نواب . شما به جنوب پایین تر از خ هاشمی .,0,25,فوق دیپلم,,31,,7
نير,پایدار,شهرک کاروان - خ ده  قائم - کوچه دوم شرقی,1,19,کارشناسی (لیسانس),,17,,15
نيوشا,پایور,یاخچی آباد -,0,19,دیپلم,,42,,26
وفا,پستا,شهرک ولیعصر - میدان رجایی - سجادی شمالی - 12 متری طالقانی,1,17,کارشناسی ارشد یا بالاتر,,47,,23
وهاب,پناهنده,مدنی جنوبی شمال به جنوب نرسیده به ک شمیرانی,1,13,ابتدایی یا متوسطه,,51,,13
ادريس,پناهی,سراسیاب خیابان شیوا خیابان لرستان,1,21,فوق دیپلم,,24,,5
آرام,پناهیان,خ جمهوری - بعد از چهار راه فلسطین -,1,20,کارشناسی (لیسانس),,28,,22
الهه سادات,پورناظری,خانی آباد نو . میثاق شمالی . بلوار شقایق .,1,12,دیپلم,,40,,27
آمنه سادات,پورنگ,20 متری مجیدیه  .داخل ک زارعی.,1,13,کارشناسی ارشد یا بالاتر,,28,,4
اميرحافظ,پیران,شهرک کاروان خ قائم,1,17,ابتدایی یا متوسطه,,34,,21
اميرسجاد,پیرحیاتی,خ دولت خ بهمنی خ قلندری,0,22,فوق دیپلم,,29,,0
اميره,پیوندی,خ پیروزی پایین تر از میدان 13 آبان خ پرستار نبش کوچه نانکلی,0,18,کارشناسی (لیسانس),,45,,19
اميرهوشنگ,تابش,میدان نامجو-خ پازوکی- حصارنوعی- بالاتر از ک کرمی- کنارگذر امام علی,1,25,دیپلم,,50,,11
امين محمد,تبریزی,نیاوران .خیابان ایت محمودی 1 . کوچه برادر .,1,25,کارشناسی ارشد یا بالاتر,,46,,9
انسيه السادات,ترکاشوند,خ نامجو ایستگاه روشنایی,0,19,ابتدایی یا متوسطه,,31,,28
آيسا,ترکان,پیروزی.م بروجردی.ک داوودی,1,21,فوق دیپلم,,48,,29
آيسان,توسلی,خیابان مدنی جنوبی . خیابان محمودی . کوچه حسینی . بن بست محمدی .,0,22,کارشناسی (لیسانس),,27,,13
برديا,توفیق,خ پیروزی - خ 5 نیرو هوایی - کوچه 4/34 -,0,25,دیپلم,,46,,31
بهرامعلي,توفیقی,ابتدی 46 متری نارمک غربی,0,19,کارشناسی ارشد یا بالاتر,,27,,35
بي بي رباب,توکل,انتهای خ ستاری شمال - میدان دانشگاه -,0,13,ابتدایی یا متوسطه,,19,,9
بي بي زهراء,توکلیان,اعجازی زنبق,0,20,فوق دیپلم,,24,,23
پانيذ,تهرانی,خ نظام آباد - خ رجبی -(میدان سابق),1,21,کارشناسی (لیسانس),,19,,3
تابنده,جعفریان,میدان هروی . خ وفا منش . خ سالمندان,0,24,دیپلم,,46,,34
